r_m,depth_km,sigma_S_m,eps_r
9.026123767535069492e+05,8.347876232464930126e+02,9.373701051997069753e-03,6.500000000000000000e+00
9.060906585170339094e+05,8.313093414829661469e+02,9.219721123085337228e-03,6.500000000000000000e+00
9.095689402805611026e+05,8.278310597194389402e+02,9.068270646571247734e-03,6.500000000000000000e+00
9.130472220440881792e+05,8.243527779559118471e+02,8.919308080653042328e-03,6.500000000000000000e+00
9.165255038076151395e+05,8.208744961923848678e+02,8.772792567490065099e-03,6.500000000000000000e+00
9.200037855711422162e+05,8.173962144288577747e+02,8.628683922220674665e-03,6.500000000000000000e+00
9.234820673346692929e+05,8.139179326653306816e+02,8.486942622199022263e-03,6.500000000000000000e+00
9.269603490981962532e+05,8.104396509018037023e+02,8.347529796452334006e-03,6.500000000000000000e+00
9.304386308617234463e+05,8.069613691382766092e+02,8.210407215361195318e-03,6.500000000000000000e+00
9.339169126252505230e+05,8.034830873747495161e+02,8.075537280565949633e-03,6.500000000000000000e+00
9.373951943887774833e+05,8.000048056112225368e+02,7.942883015103076316e-03,6.500000000000000000e+00
9.408734761523045599e+05,7.965265238476954437e+02,7.812408053776257605e-03,6.500000000000000000e+00
9.443517579158315202e+05,7.930482420841684643e+02,7.684076633767891219e-03,6.500000000000000000e+00
9.478300396793585969e+05,7.895699603206413713e+02,7.557853585497606788e-03,6.500000000000000000e+00
9.513083214428856736e+05,7.860916785571142782e+02,7.433704323735621823e-03,6.500000000000000000e+00
9.547866032064127503e+05,7.826133967935872988e+02,7.311594838979853725e-03,6.500000000000000000e+00
9.582648849699398270e+05,7.791351150300602058e+02,7.191491689107011413e-03,6.500000000000000000e+00
9.617431667334669037e+05,7.756568332665331127e+02,7.073361991309361219e-03,6.500000000000000000e+00
9.652214484969938640e+05,7.721785515030061333e+02,6.957173414330236443e-03,6.500000000000000000e+00
9.686997302605209406e+05,7.687002697394790403e+02,6.842894171013022726e-03,6.500000000000000000e+00
9.721780120240480173e+05,7.652219879759519472e+02,6.730493011180192775e-03,6.500000000000000000e+00
9.756562937875749776e+05,7.617437062124249678e+02,6.619939214860615442e-03,6.500000000000000000e+00
9.791345755511021707e+05,7.582654244488978748e+02,6.511202585885464064e-03,6.500000000000000000e+00
9.826128573146292474e+05,7.547871426853707817e+02,6.404253445875185240e-03,6.500000000000000000e+00
9.860911390781562077e+05,7.513088609218438023e+02,6.299062628642053581e-03,6.500000000000000000e+00
9.895694208416832844e+05,7.478305791583167093e+02,6.195601475035310800e-03,6.500000000000000000e+00
9.930477026052103611e+05,7.443522973947896162e+02,6.093841828258326522e-03,6.500000000000000000e+00
9.965259843687373213e+05,7.408740156312626368e+02,5.993756029689722292e-03,6.500000000000000000e+00
